time_s,temperature_C,pwm,heat_cool
51.50,18.67,0,0
52.00,21.01,0,0
52.50,21.02,0,0
53.00,21.02,0,0
53.50,21.02,0,0
54.00,21.02,0,0
54.50,21.02,0,0
55.00,21.02,0,0
55.50,21.02,0,0
56.00,21.02,0,0
56.50,21.01,0,0
57.00,21.01,0,0
57.50,21.01,0,0
58.00,21.01,0,0
58.50,21.01,0,0
59.00,21.01,0,0
59.50,21.01,0,0
60.00,21.00,0,0
60.50,21.00,0,0
61.00,21.00,0,0
61.50,21.00,0,0
62.00,21.00,0,0
62.50,21.00,0,0
63.00,21.00,0,0
63.50,21.01,0,0
64.00,21.01,0,0
64.50,21.01,0,0
65.00,21.01,0,0
65.50,21.01,0,0
66.00,21.00,0,0
66.50,21.00,0,0
67.00,21.01,0,0
67.50,21.01,0,0
68.00,21.01,0,0
68.50,21.01,0,0
69.00,21.01,0,0
69.50,21.01,0,0
70.00,21.01,0,0
70.50,21.01,0,0
71.00,21.01,0,0
71.50,21.01,0,0
72.00,21.01,0,0
72.50,21.01,0,0
73.00,21.01,0,0
73.50,21.01,0,0
74.00,21.01,0,0
74.50,21.01,0,0
75.00,21.01,0,0
75.50,21.01,0,0
76.00,21.01,0,0
76.50,21.01,0,0
77.00,21.01,0,0
77.50,21.01,0,0
78.00,21.01,0,0
78.50,21.01,0,0
79.00,21.01,0,0
79.50,21.01,0,0
80.00,21.01,0,0
80.50,21.01,0,0
81.00,21.01,0,0
81.50,21.01,0,0
82.00,21.01,0,0
82.50,21.01,0,0
83.00,21.01,0,0
83.50,21.01,0,0
84.00,21.01,0,0
84.50,21.02,0,0
85.00,21.01,0,0
85.50,21.01,0,0
86.00,21.01,0,0
86.50,21.01,0,0
87.00,21.01,0,0
87.50,21.01,0,0
88.00,21.01,0,0
88.50,21.01,0,0
89.00,21.01,0,0
89.50,21.01,0,0
90.00,21.01,0,0
90.50,21.01,0,0
91.00,21.01,0,0
91.50,21.01,0,0
92.00,21.01,0,0
92.50,21.01,0,0
93.00,21.01,0,0
93.50,21.02,0,0
94.00,21.02,0,0
94.50,21.02,0,0
95.00,21.02,0,0
95.50,21.02,0,0
96.00,21.02,0,0
96.50,21.02,0,0
97.00,21.02,0,0
97.50,21.02,0,0
98.00,21.02,0,0
98.50,21.02,0,0
99.00,21.02,0,0
99.50,21.02,0,0
100.00,21.02,0,0
100.50,21.02,0,0
101.00,21.02,0,0
101.50,21.02,0,0
102.00,21.02,0,0
102.50,21.02,0,0
103.00,21.02,0,0
103.50,21.02,0,0
104.00,21.02,0,0
104.50,21.02,0,0
105.00,21.02,0,0
105.50,21.02,0,0
106.00,21.02,0,0
106.50,21.02,0,0
107.00,21.02,0,0
107.50,21.02,0,0
108.00,21.02,0,0
108.50,21.00,0,0
109.00,21.00,0,0
109.50,21.00,0,0
110.00,21.00,0,0
110.50,21.01,0,0
111.00,21.00,0,0
111.50,21.00,0,0
112.00,21.00,0,0
112.50,21.00,0,0
